文件ID,模版名称,关键词提取结果,关键词提取结果,关键词提取结果,关键词提取结果,关键词串联结果,关键词串联结果,关键词串联结果,关键词串联结果,合同类型,合同类型,上传时间,字数,篇幅,标准度得分,简短,详细
80f59378213d4a9a90805dbfdb0c35b0,安徽省旅游服务合同_919323900116996096,旅游者|旅游团体|组团旅行社|地接社|口岸旅行社|委托组团|散客拼团,旅游线路|团号|组团方式|行程天数|出发日期|结束日期|返回地点|出发地|途径地|目的地,成人收费|儿童收费|费用总额|支付方式|现金支付|支票支付|信用卡|预付余款|支付时间|违约金,交通标准|住宿标准|餐饮标准|游览项目|自费项目|自由活动|购物次数|停留时间|购物点|导游服务|领队证|安全保障卡|个人资料|投诉处理|协助义务|紧急避险|应急措施|行程变更|服务标准|风俗习惯|安全警示|证件保管|特殊游客|发票提供|信息保密|损失防止|第三方侵害,合同主体涵盖旅游者个人或旅游团体，涉及组团旅行社、地接社及口岸旅行社的合作关系，包括委托组团和散客拼团等组织形式。,本合同涉及的旅游线路包括具体团号、组团方式、行程天数、出发日期和结束日期，明确返回地点以及出发地、途径地和目的地的详细信息。,合同价款明确成人及儿童收费标准、费用总额，并规定支付方式（现金、支票、信用卡等）、预付余款安排、支付时间节点及违约金条款。,交易条款涵盖交通、住宿、餐饮标准，游览项目与自费项目安排，自由活动及购物次数限制，导游服务与领队资质要求，安全保障措施（如紧急避险、应急处理），行程变更规则，特殊游客注意事项，以及发票提供、信息保密等权利义务细节。,服务合同,旅游服务合同,,5628,,125,我需要一份安徽省旅游服务合同模板，用于与旅行社签订旅游协议，明确双方责任和行程安排。,请起草一份旅游服务合同，合同主体为旅游者（个人或团体）和组团旅行社，需涵盖旅游线路、交通住宿餐饮标准、自费项目说明、费用支付方式（含儿童收费）、成团人数不足处理方案、保险条款、双方权利义务、行程变更或取消的违约责任等内容。要求合同符合《合同法》及《旅行社条例》，包含购物次数限制、自由活动时间、第三方委托规则，并附行程计划书和游客名单作为附件。
b01341860a514e1e93c048f78f4f033a,城市污水处理特许经营协议_919324677896146944,人民政府|政府部门|乙方股东|承包商|供应商,污水处理|特许经营|项目设施|进水水质|出水水质,污水处理费|单价调整|按月支付|违约金|补偿金,特许经营期|土地使用|设计要求|施工图|竣工验收|环保验收|商业运营|维护保函|运行手册|水量计量|暂停服务|环境保护|移交程序|恢复大修|性能测试|备品备件|保证期|承包商转让|风险转移|保险购买,合同主体包括人民政府及相关政府部门作为监管方，乙方股东作为投资方，承包商和供应商分别负责项目建设和设备供应。,本合同涉及污水处理项目的特许经营，包括项目设施的建设与运营，明确规定了进水水质和出水水质的标准要求。,合同价款涉及污水处理费的支付，包括单价调整机制、按月支付方式，以及违约金和补偿金的计算与支付条款。,合同交易条款涵盖特许经营期的设定、土地使用权限、设计要求与施工图审批、竣工验收与环保验收流程、商业运营条件、维护保函要求、运行手册编制、水量计量标准、暂停服务情形、环境保护义务、移交程序规范、恢复大修责任、性能测试要求、备品备件储备、保证期约定、承包商转让限制、风险转移节点及保险购买义务。,特许经营合同,政府特许经营协议,,20154,,115,我需要一份城市污水处理特许经营协议模板，用于BOT或TOT项目，涵盖双方权责、运营维护及移交条款。,请起草一份城市污水处理特许经营协议，甲方为市政府授权部门，乙方为运营公司。协议需包含特许经营权范围、土地使用权限、项目建设标准（BOT适用）、水质检测要求、污水处理服务费计算及支付方式、违约赔偿条款、项目移交条件和流程。要求明确双方在不可抗力、保密、保险方面的义务，并附技术规范、保函格式等附件，争议解决优先仲裁。
7a10b7d047de43079945a4453391ce10,安徽省人防工程防护设备制作安装合同_919323655085756416,发包方|承包方|人防办公室|工商行政局|检测机构,工程名称|工程地点|工程内容|防护设备|质量等级,合同价款|产品价|安装费|运输费|税金|质量检测费|预付款|进度款|验收款|余款,施工图纸|技术资料|堆放场地|施工用电|塔吊|钢管支撑|门框送货|门扇送货|工地代表|生产安装|调试|竣工资料|维修保养|设计变更|材料价格|自然灾害|第三方检测|验收手续|施工配合|临时支撑,合同主体包括发包方与承包方，同时涉及人防办公室作为监管机构，工商行政局负责合同备案，检测机构负责质量验收。,本合同标的涉及某具体工程，包括工程名称、工程地点及工程内容，涵盖防护设备的供应与安装，并要求达到约定的质量等级。,合同价款包含产品价、安装费、运输费及税金，另需支付质量检测费。付款方式分为预付款、进度款、验收款及余款，按工程进度分期支付。,合同交易条款明确施工图纸与技术资料的提供责任，约定堆放场地、施工用电及塔吊等设备的使用。包括钢管支撑安装、门框与门扇的送货要求，工地代表的职责分工，以及生产安装、调试、竣工资料提交流程。同时约定维修保养义务、设计变更处理、材料价格调整机制，并明确自然灾害等不可抗力条款、第三方检测程序、验收手续办理及施工配合事项，临时支撑措施亦在条款中列明。,承揽合同,定作合同,,2308,,105,我需要一份安徽省人防工程防护设备制作安装的合同模板，用于工程承包合作。,请起草一份人防防护设备制作安装合同，需包含工程概况、价款组成（产品价/安装费/运输费/税金/检测费）、分阶段付款比例（30%预付款、门框到货30%、门扇到货35%、验收后5%）、质量验收标准（RFJ01-2002）、第三方检测要求、双方责任（如甲方协调施工条件、乙方质保一年）、工程变更处理方式、不可抗力条款、争议解决机制（仲裁或诉讼），并注明需提交人防主管部门备案，合同要符合安徽省指导价和相关法规。
f74bcfb007b24de1bd9079a0c2764d3e,安徽省工业项目用地投入产出监管合同（安徽省2023版）_919325805803212800,人民政府|园区管委会|建设单位|发展改革|经济和信息化|财政|自然资源|生态环境|住房城乡建设|商务|市场监督管理|税务,工业用地|项目名称|项目代码|行业分类|生产技术|土地用途|土地面积|容积率|建筑系数|土地供应方式|土地使用年期|土壤污染,土地出让金|违约金|支付标准|补偿费用|修复费用,土地交付|开工建设|竣工验收|投产运行|达产要求|投资强度|亩均税收|能耗标准|环保要求|科研投入|开工期限|竣工期限|达产期限|整改期限|转让限制|土壤修复|监督整改|变更审批|达标考核|履约补偿|顺延申请|工艺优化|设备选型|节能管理|排放达标,合同主体由人民政府或园区管委会作为监管方，建设单位为执行方，发展改革、经济和信息化等部门负责审批。财政、自然资源等部门参与土地管理，生态环境、住房城乡建设等部门监督环保及施工，商务、市场监督管理及税务部门负责后续运营合规。,本合同标的涉及工业用地，包括项目名称、项目代码及行业分类，明确生产技术要求和土地用途。土地面积、容积率及建筑系数需符合规定，土地供应方式包括出让年期约定及土壤污染责任条款。,合同价款涵盖土地出让金支付标准，明确违约金计算方式及补偿费用。若涉及土壤修复，需单独列支修复费用并约定支付节点。,交易条款包括土地交付条件、开工建设及竣工验收时限，投产运行需满足达产要求。投资强度、亩均税收等经济指标与能耗标准、环保要求挂钩，科研投入纳入考核。工艺优化、设备选型需符合节能管理，排放达标为强制条款。转让限制、变更审批等程序性要求及整改期限、履约补偿等违约处理机制均需明确。,行政协议,工业用地监管合同,,3545,,110,需要一份规范工业项目用地投入产出监管的合同模板，明确政府与建设方的权责及违约处理。,起草一份工业用地监管合同，需包含项目基本信息、土地利用指标、开工竣工时限、亩均税收标准、能耗环保要求。明确甲方（政府/管委会）土地交付义务及监管权，乙方（建设方）履约义务及违约罚则，涵盖投资强度、税收达标、能耗排放、研发投入等考核项，同步约定不可抗力、争议解决方式，并确保条款与国有土地出让合同衔接。
741a57cb9686415e98db250138a18703,安徽省生姜种植收购合同_919323656935444480,买受人|出卖人|收购单位,生姜|品种|等级|质量,保护价|现金结算|市场价格|货物总值,交货方式|结算方式|验收|技术培训|检测|拒收|交售日期|数量|价格|预约通知|提前通知|延期交货|抽样|无公害|用药标准|违禁农药|品质合格|掺杂使假|第三人权利,本合同的主体包括买受人、出卖人及收购单位，明确各方在合同中的权利与义务。,本合同涉及的标的物为生姜，具体包括生姜的品种、等级及质量要求，确保符合双方约定的标准。,合同价款涉及保护价、现金结算、市场价格及货物总值等支付方式，确保交易价格的公平性与透明度。,合同交易条款涵盖交货方式、结算方式、验收流程、技术培训、检测标准、拒收条件、交售日期、数量、价格、预约通知、提前通知、延期交货、抽样方法、无公害要求、用药标准、违禁农药限制、品质合格保证、掺杂使假禁止及第三人权利等内容，全面规范交易行为。,买卖合同,农副产品购销合同,,1230,,105,我需要一份生姜种植收购合同模板，用于和种植户签订收购协议。,请起草一份生姜种植收购合同，需包含甲方（收购方）和乙方（种植方）的基本权利义务。合同需明确生姜的品种、等级、质量标准，定价方式可选择时间区间定价或统一定价，设定最低保护价及市场波动调整机制。要求条款涵盖交货方式（如指定收购点验收）、结算方式（现金或其他）、双方违约责任（拒收、掺杂使假处理）、技术指导及检测责任，并包含争议解决途径（仲裁或诉讼）。需预留合同编号、签订地点及时间等填写项。
0da317df31e8447493da3b9afb0b0edb,安徽省酒买卖合同_919326036179554304,出卖人|买受人|法定代表人|委托代理人,酒类|质量标准|数量|价格|交货时间,承兑汇票|现金|违约金|购货款|支付批次,交货地点|运输方式|验收方式|现场验收|破损更换|结算方式|签约地点|开户银行|账号|电话|邮政编码|签订时间|书面形式|合同变更|合同附件|法律效力|自提货物,合同主体包括出卖人、买受人及其法定代表人，若涉及委托代理需明确代理人权限。,本合同涉及的标的物为酒类产品，需明确约定质量标准、数量、价格及交货时间等关键要素。,价款支付方式可选用承兑汇票或现金，需约定购货款支付批次、违约金计算标准及支付条件。,交易条款涵盖交货地点、运输方式、验收方式（含现场验收）、破损更换规则、结算方式、签约地点；需列明开户银行、账号、联系方式及签订时间，合同变更需以书面形式确认，附件与主合同具有同等法律效力，自提货物需单独约定。,买卖合同,货物买卖合同,,664,,125,我要进行酒类商品买卖，请帮我起草一份安徽省酒类买卖合同,请起草一份安徽省酒类买卖合同，合同主体为甲方（卖方）、乙方（买方），需包含标的物数量、价格及交货时间，明确酒类商品按国家质量标准执行，约定交货地点及运输费用承担方式，验收时乙方需现场确认破损情况，结算支持承兑汇票或现金支付，设置违约金计算比例（如延迟交货按日扣款），争议解决可选仲裁或诉讼，并要求双方填写开户银行、账号等详细信息，合同变更需书面确认附件。
2febd4a00b29446882a3fc20eb65c794,保管合同_919324852333056000,保管人|寄存人,保管物|名称|性质|数量|价值|瑕疵|货币|有价证券|贵重物,保管费|支付方式|支付时间,保管场所|保管方法|特殊保管|验收|保管凭证|转交他人|保管期限|交付|留置|争议解决|违约责任|成立时间|约定事项|监制部门|印制单位|签订地点|签订时间,本合同的主体为保管人与寄存人，双方需明确各自的权利与义务。,本合同涉及的保管物包括其名称、性质、数量、价值以及存在的瑕疵，具体涵盖货币、有价证券及贵重物品等。,合同价款即保管费，支付方式及支付时间由双方协商确定，并明确写入合同条款。,合同交易条款包括保管场所、保管方法、特殊保管要求、验收程序、保管凭证的签发、转交他人保管的条件、保管期限、交付流程、留置权处理、争议解决机制、违约责任、合同成立时间、其他约定事项、监制部门、印制单位以及签订地点与时间等。,保管合同,有偿保管合同,,441,,115,我需要一份保管合同模板，用于寄存物品，明确保管责任和费用。,请起草一份保管合同，需包含保管物的名称、性质、数量、价值等基本信息，保管场所及方法，保管期限和费用（含支付方式）。需注明保管物是否有瑕疵、是否需要特殊措施、是否含贵重物品，是否允许转交他人保管，以及未支付费用时能否留置保管物。另需违约责任和争议解决条款（仲裁或诉讼），合同自何时生效，其他约定事项等。
73f505ca101a479597f993c3edd68553,电化学储能电站并网调度协议示范文本 （试行）_919324350119677952,电网企业|储能企业|调度机构|能源监管,储能电站|并网调度|充放电|技术参数|设备检修,违约金|直接损失|电量补偿|分期支付,并网条件|调试期|调度指令|充放电计划|检修计划|继电保护|自动化系统|通信系统|安全防护|事故处理|性能指标|运行维护|技术监督|信息交互|调度管辖|参数调整|测试报告,合同主体包括电网企业、储能企业及调度机构，各方在能源监管框架下协同履行并网调度职责。,本合同标的涉及储能电站的并网调度及充放电管理，明确技术参数要求并规范设备检修流程，确保电站高效稳定运行。,合同价款采取分期支付方式，约定违约金条款以覆盖直接损失，并设置电量补偿机制以平衡调度偏差。,交易条款涵盖并网条件、调试期安排及调度指令执行，要求双方制定充放电计划与检修计划，明确继电保护、自动化系统、通信系统的技术标准，落实安全防护措施与事故处理流程，约定性能指标考核、运行维护责任及技术监督要求，规范信息交互内容与调度管辖范围，动态调整参数并提交测试报告作为验收依据。,供用电、水、气、热力合同,并网调度协议,,24537,,125,需要起草一份电化学储能电站并网调度协议，明确电网企业与储能电站方的调度责任、技术标准及运行规范。,请起草一份电化学储能电站并网调度协议，需涵盖双方权利义务、并网技术条件、调试期管理、调度运行规则、充放电计划安排、设备检修流程、涉网性能要求、安全防护措施、违约责任及争议解决等内容，要求协议适应储能电站与电网的协同运行，确保技术参数合规、数据通信可靠，并符合国家最新标准与安全法规。
a5ac69d05bdc4671aaa9f7a46b1ec105,白莲种植订购合同_919325950640918528,收购方|种植方|卖方|买方|养殖方|订购方|出卖人|买受人,白莲|种藕|鹅鸭|花卉|苗木|家畜|家禽|粮食|莲藕|水产品|水果|蔬菜|烟叶|泽泻,保证金|现金|转账|结算|货款|违约金|预付款|分期付|一次性|抵扣款|保护价|市场价|固定价|逾期付,质量标准|包装标准|检验方法|交付时间|交付地点|交付方式|运输方式|验收方式|结算方式|技术指导|培训服务|种植要求|养殖管理|检疫证明|初分预检|轮作规划|补贴标准|扶持项目,合同主体涵盖收购方、种植方、卖方、买方、养殖方、订购方、出卖人及买受人等参与交易的各方,本合同涉及的标的物包括白莲、种藕、鹅鸭、花卉、苗木、家畜、家禽、粮食、莲藕、水产品、水果、蔬菜、烟叶及泽泻等多种农产品,合同价款与支付条款涉及保证金、现金、转账、结算、货款、违约金、预付款、分期付款、一次性支付、抵扣款、保护价、市场价、固定价及逾期付款等相关内容,合同交易条款包括质量标准、包装标准、检验方法、交付时间、交付地点、交付方式、运输方式、验收方式、结算方式、技术指导、培训服务、种植要求、养殖管理、检疫证明、初分预检、轮作规划、补贴标准及扶持项目等具体约定,买卖合同,订购合同,,10286,,115,我需要一份涉农产品的种植、养殖或购销合同模板，请帮忙起草。,请起草一份涵盖多种涉农产品的合同模板，包括种植订购（如白莲、泽泻）、养殖产销（家畜家禽、水产品）、农产品买卖（粮食、水果蔬菜等）。要求包含双方基本信息、标的物明细、质量标准（如国标）、交付方式（送货/自提）、价格结算（现金/转账）、违约责任（违约金比例）、不可抗力条款、争议解决（仲裁/诉讼）。需注明合同编号、工商部门监制，并确保条款符合《合同法》及相关法规，支持多场景灵活调整。
868de56b0a484e5c90c19232e990f0e3,北京市成人体育培训服务合同_919324147052449792,体育培训机构|成年消费者,培训项目|课程名称|总课时数|培训课时|上课时间|培训方式|授课教练|教练资质|授课地点,预付费|退费|缴费路径|手续费|收款渠道,培训要求|课程有效期|课程延期|健康状况|既往病史|告知方式|经营场所|权属状况|租赁时限|调整培训|暂停培训|冷静期|退费方式|违约责任|争议解决|挂失|换卡|补卡|消费记录|余额查询|合同份数,本合同由提供服务的体育培训机构与作为成年消费者的学员签订，明确双方权利义务关系。,本合同涉及的培训项目包括具体课程名称、总课时数及单次培训课时安排，明确上课时间、培训方式（如线上或线下），由具备资质的授课教练在指定授课地点进行教学。,本合同采用预付费模式，列明缴费路径、收款渠道及可能产生的手续费，同时约定退费条件及具体流程。,本合同包含培训要求、课程有效期及延期规则，要求学员如实告知健康状况与既往病史。约定经营场所权属状况及租赁时限，明确调整或暂停培训的条件。设置冷静期条款，规范退费方式、违约责任及争议解决机制。另涵盖挂失、换卡、补卡流程，提供消费记录与余额查询服务，注明合同份数及持有方。,服务合同,教育培训服务合同,,2756,,109,我需要一份北京市成人体育培训服务合同模板，用于与学员签订培训协议。,请起草一份成人体育培训服务合同，需包含培训项目（课程名称、课时、上课时间）、培训方式（面授类型、教练指定及资质）、收费规则、课程有效期及延期条款、健康告知、冷静期退费、退费路径、违约责任、争议解决方式等内容。需明确双方权利义务，如学员遵守安全规定、机构公示资质及收费信息、保护隐私等，并符合北京市相关政策，确保学员预付资金安全及权益保障。
84fe7253de43459cb218fa7b0d64e5ad,北京市房屋承租经纪服务合同（北京市2023版）_919325165777588224,委托人|房地产经纪机构|法定代表人|负责人|国籍|证件类型|证件号码|通讯地址|联系电话|法定代理人|委托代理人,房屋承租|区位|户型|楼层|朝向|面积|建成年份|净高|装修|电梯|用途|租金|支付方式|周边环境|其他要求,经纪服务费|市场调节价|佣金|一次性支付|月租金|协商确定|退还要求|付款义务|迟延付款|违约金,委托期限|书面通知|服务事项|完成标准|房地产经纪|从业人员|劳动合同|实地看房|权属情况|房屋状况|网签备案|租金范围|交易条件|市场参考|租赁程序|风险告知|税费说明|协助事项|资料提供|保密义务|个人信息|隐私保护|商业秘密|收件清单|退还证件,合同主体包含委托人、房地产经纪机构及其法定代表人/负责人信息，需列明国籍、证件类型及号码、通讯地址、联系电话，并涉及法定代理人或委托代理人的授权情况。,本合同标的涉及房屋承租的相关要素，包括区位、户型、楼层、朝向、面积、建成年份、净高、装修、电梯配置、用途、租金金额及支付方式，同时需考虑周边环境及其他特殊要求。,合同价款与支付条款涵盖经纪服务费的市场调节价、佣金计算方式（如一次性支付或按比例收取）、月租金协商确定原则，以及退还要求、付款义务履行、迟延付款责任及违约金约定。,合同交易条款规定委托期限、书面通知义务、服务事项及完成标准，明确房地产经纪从业人员资质要求、实地看房流程、权属与房屋状况核查、网签备案手续，并包含租金范围、交易条件、市场参考价说明、租赁程序指引、风险告知、税费说明、协助事项、资料提供义务、保密义务（含个人信息、隐私保护及商业秘密）、收件清单及证件退还要求。,中介合同,房地产经纪服务合同,,3959,,125,需要一份北京市房屋承租经纪服务合同模板，用于委托房地产经纪机构寻找合适房源。,请起草一份房屋承租经纪服务合同，主体为委托人（租客）和房地产经纪机构，明确房源要求（如区位、户型、租金范围等）、经纪服务内容（带看房、权属核实、协助签约等）、服务费用标准及支付方式（佣金不超过一个月租金）、双方权责（信息真实、保密义务、违约责任等），需符合《北京市住房租赁条例》等法规，包含合同解除、争议解决等条款，确保合法合规。
92107d3fbd574a9598303dfd2b1ec7b1,北京市房屋出租经纪服务合同（北京市2023版）_919324692966281216,委托人|房地产经纪机构|法定代表人|委托代理人|房地产经纪人|房地产经纪人协理,房屋出租|楼房|平房|建筑面积|租金|押金|租期|整租|分租|居住人数,佣金|市场调节价|月租金|一次性支付|分期支付|服务费|退还费用,委托期限|服务事项|完成标准|实地看房|签署合同|网签备案|房源信息|房屋状况|市场参考价|租赁程序|风险告知|税费政策|独家代理|信息保密|证件保管|书面通知|变更协商,合同主体包括委托人、房地产经纪机构及其法定代表人，涉及委托代理人、房地产经纪人或房地产经纪人协理等专业人员参与合同签订与履行。,本合同标的涉及房屋出租事宜，包括楼房和平房等类型，具体以建筑面积为准。租金、押金及租期等条款需明确约定，可选择整租或分租方式，并需注明居住人数限制。,合同价款与支付条款涵盖佣金、市场调节价确定的月租金标准，支付方式可选择一次性支付或分期支付，同时明确服务费及退还费用的相关规则。,合同交易条款包括委托期限、服务事项及完成标准，涉及实地看房、签署合同、网签备案等流程。需明确房源信息、房屋状况及市场参考价，规范租赁程序并履行风险告知义务。同时约定税费政策、独家代理权限、信息保密责任、证件保管要求及书面通知方式，并保留变更协商空间。,委托合同,中介合同,,4308,,125,我需要委托房地产经纪机构出租我在北京市的房屋，请起草一份经纪服务合同,请起草一份房屋出租经纪服务合同，主体为委托人（房主）和房地产经纪机构，需明确房屋基本信息、租金及押金标准、委托服务内容（如房源发布、带看房、合同协助签署等）、经纪服务费支付方式（佣金不超过一个月租金）、双方权利义务（房屋权属保证、证件提供、信息保密等）、违约责任条款，并符合北京市住房租赁条例相关规定，要求使用官方示范文本格式
180ddefe901f459b97c6161c610197e9,北京市非居民单位厨余垃圾运输服务合同_919325971230756864,非居民单位|运输单位|经营性|非经营性|事业单位,厨余垃圾|运输服务|处理设施|收集容器|身份识别,预缴费|后缴费|银行转账|押金|收费标准,服务期限|交接地点|交接时间|运输量|分类质量|整改期限|维修更换|确认信息|排放登记|信息系统|押金凭证|发票开具|消纳资质|作业信息|收集标准|容积折算|重量记录|身份标签|专用存放|现场确认,合同主体涵盖非居民单位、运输单位以及经营性、非经营性的事业单位，明确各方的权利与义务。,本合同涉及的标的包括厨余垃圾的运输服务、处理设施的使用以及收集容器的提供，同时包含身份识别服务以确保垃圾来源的可追溯性。,合同价款与支付条款包括预缴费或后缴费的支付方式，支持银行转账，同时规定了押金的收取与退还机制，并明确了收费标准。,合同交易条款详细规定了服务期限、交接地点与时间、运输量要求、分类质量标准及整改期限，同时包含维修更换、确认信息、排放登记等操作规范，要求使用信息系统管理押金凭证与发票开具，并明确消纳资质、作业信息、收集标准、容积折算、重量记录、身份标签、专用存放及现场确认等具体要求。,运输合同,货运合同,,5467,,125,需要一份北京市非居民单位厨余垃圾运输服务合同模板，明确运输责任、费用标准及双方权利义务,起草一份非居民单位与运输单位的厨余垃圾运输合同，需包含服务期限、运输交接地点与时间、处理设施名称、收费标准（按重量或容积折算）、预缴或后缴费方式、双方对垃圾容器的维护责任、垃圾分类不合格处理流程、违约责任及争议解决方式，并符合北京市最新政策要求，附运输确认单和质量告知单模板
